"	Email",Address,Avatar,Time on App,Time on Website,Length of Membership,Yearly Amount Spent,City,State,ZIP Code,Address Type,avgtime,Estimated total spending
flevine@gmail.com,"5292 Melanie Crescent Apt. 064Fischerborough, NV 85721-5045",AliceBlue,12.48,37.68,3.28,478.58,Fischerborough,NV,85721-5045,Standard,25.08,1569.7424
rskinner@johnson-jefferson.com,"24725 Neal LockCynthiaville, NY 51578",OliveDrab,12.59,37.68,2.57,444.58,Neal LockCynthiaville,NY,51578,Standard,25.135,1142.5706
kiarakim@harris.org,"1502 Gonzalez ThroughwayKathrynchester, FM 86014-7194",Linen,10.95,37.65,3.83,475.02,Gonzalez ThroughwayKathrynchester,FM,86014-7194,Standard,24.3,1819.3266
rachelrodriguez@lara-waters.com,"35466 Tommy StreamPort Daniellemouth, KS 68863-6330",LightSlateGray,11.48,36.84,2.4,436.72,Tommy StreamPort Daniellemouth,KS,68863-6330,Standard,24.16,1048.128
dbrown@gmail.com,"76666 Kathy LocksPort Susan, ME 64335",Indigo,11.12,36.81,4.03,521.2,Kathy LocksPort Susan,ME,64335,Standard,23.965,2100.436
mary45@gmail.com,"33213 Tanner Knolls Apt. 519Whiteborough, OR 37119-7790",Lime,10.97,37.72,3.63,478.18,Whiteborough,OR,37119-7790,Standard,24.345,1735.7934
marcusleach@floyd.org,Unit 3998 Box 4348DPO AA 37629,SteelBlue,11.59,36.32,3.19,432.48,Classified,,,Military,23.955,1379.6112
lmunoz@yahoo.com,"2100 Austin Camp Apt. 943Anthonymouth, WV 24243-3781",Olive,10.71,35.77,3.39,438.3,Anthonymouth,WV,24243-3781,Standard,23.24,1485.837
dvasquez@wiley.com,"967 Chloe Springs Suite 554Lake Ashley, GA 03230",HoneyDew,11.08,34.78,2.57,388.94,Lake Ashley,GA,3230,Standard,22.93,999.5758
dylanmartin@hotmail.com,"42644 Helen Keys Apt. 103Jessicahaven, KS 89406-1960",MidnightBlue,12.95,37.03,3.47,534.77,Jessicahaven,KS,89406-1960,Standard,24.99,1855.6519
xkaufman@gmail.com,"02342 Melissa IslandsSmithhaven, KS 68335",DarkViolet,10.57,36.86,4.2,537.92,Melissa IslandsSmithhaven,KS,68335,Standard,23.715,2259.264
jasonhensley@yahoo.com,"97262 Brian SkywayLake Marissa, GU 96859",Sienna,11.66,37.43,2.09,407.88,Brian SkywayLake Marissa,GU,96859,Standard,24.545,852.4692
gstrong@hotmail.com,"7875 Landry Road Apt. 947Brownshire, NC 10074-7735",Pink,13.59,36.84,3.61,618.85,Brownshire,NC,10074-7735,Standard,25.215,2234.0485
arnoldsamuel@wilson.com,"949 Tapia ViaductMartinezfurt, CT 79271-8205",LightSkyBlue,11.37,35.26,4.03,502.77,Tapia ViaductMartinezfurt,CT,79271-8205,Standard,23.315,2026.1631
scottrose@yahoo.com,"50639 Sarah Isle Apt. 268Yangmouth, MO 05540",SaddleBrown,11.23,37.21,2.32,397.42,Yangmouth,MO,5540,Standard,24.22,922.0144
salazarkaren@hotmail.com,"51173 Burton Wall Apt. 417Prestonville, NY 37002",SteelBlue,10.29,36.93,3.49,392.29,Prestonville,NY,37002,Standard,23.61,1369.0921
susanibarra@yahoo.com,"426 Scott Radial Apt. 065Abigailstad, MS 16590-2222",Thistle,14.12,38.41,5.32,689.24,Abigailstad,MS,16590-2222,Standard,26.265,3666.7568
nhenry@hotmail.com,"3874 Harper PlazaNorth Nancy, ME 96802-9462",BlanchedAlmond,12.42,37.67,3.13,543.13,Harper PlazaNorth Nancy,ME,96802-9462,Standard,25.045,1699.9969
millerrachel@gallagher-nichols.com,Unit 4742 Box 9517DPO AE 67219-3123,Turquoise,10.77,34.65,4.99,577.74,Classified,,,Military,22.71,2882.9226
garciakevin@gmail.com,"845 Colleen WaysLake Matthewview, VT 65340-3159",Orange,12.66,36.37,1.73,436.58,Colleen WaysLake Matthewview,VT,65340-3159,Standard,24.515,755.2834
philliproberson@yahoo.com,Unit 0373 Box 8981DPO AA 89902,Beige,12.67,37.49,3.7,553.99,Classified,,,Military,25.08,2049.763
kstafford@estes-nguyen.com,"PSC 4856, Box 1297APO AA 17032-7944",YellowGreen,13.97,36.67,1.79,427.36,Classified,,,Military,25.32,764.9744
kennethperry@bowen.org,"272 Frederick LodgeEast Andrew, FL 07414",SlateGray,11.51,36.6,3.02,424.73,Frederick LodgeEast Andrew,FL,7414,Standard,24.055,1282.6846
prussell@lopez.com,"9985 Wolf PassBrandimouth, CA 63346",Bisque,11.41,36.38,4.04,541.05,Wolf PassBrandimouth,CA,63346,Standard,23.895,2185.842
mosleyjacob@yahoo.com,"PSC 1790, Box 8872APO AE 01821-4769",Orange,12.26,38.86,3.14,469.38,Classified,,,Military,25.56,1473.8532
rhaas@yahoo.com,"4502 Jennifer Prairie Suite 029Lake Jesse, LA 02328-3633",DimGray,12.71,36.17,2.56,444.55,Lake Jesse,LA,02328-3633,Standard,24.44,1138.048
antonioharris@hotmail.com,"4307 Nicholas Drive Apt. 259Ramirezberg, AS 59832",MediumBlue,13.47,37.07,2.38,492.56,Ramirezberg,AS,59832,Standard,25.27,1172.2928
austinthomas@gmail.com,"5855 Gross Burgs Suite 169Ballland, AS 98525",AntiqueWhite,11.19,36.3,4.3,535.32,Ballland,AS,98525,Standard,23.745,2301.876
bethsullivan@reed.net,"80500 Mary Corners Apt. 225Wallsville, ME 80526",Beige,11.25,38.68,2.09,408.96,Wallsville,ME,80526,Standard,24.965,854.7264
ncummings@yahoo.com,"344 Jessica StravenueNew Brian, MA 04730-6761",Beige,12.36,36.17,4.09,487.56,Jessica StravenueNew Brian,MA,04730-6761,Standard,24.265,1994.1204
hking@hotmail.com,"85181 Christian Courts Suite 758Larryfurt, MS 38722-6766",PeachPuff,11.76,36.88,3.52,487.65,Larryfurt,MS,38722-6766,Standard,24.32,1716.528
annstone@hotmail.com,"543 Reynolds BurgMelindaberg, KY 46631",LightPink,11.76,38.13,1.82,402.17,Reynolds BurgMelindaberg,KY,46631,Standard,24.945,731.9494
christopher44@hotmail.com,"549 Anna AvenuePort Laura, CA 76209-9339",WhiteSmoke,11.55,35.77,4.18,551.02,Anna AvenuePort Laura,CA,76209-9339,Standard,23.66,2303.2636
autumn88@mendoza-mills.com,"214 Obrien Lakes Suite 572South Jeremy, KS 52867-7617",MediumOrchid,12.48,35.54,3.39,497.39,South Jeremy,KS,52867-7617,Standard,24.01,1686.1521
dhudson@ramos.net,"5661 Grant CentersStevensfurt, CT 53959",Olive,11.73,36.07,4.43,494.64,Grant CentersStevensfurt,CT,53959,Standard,23.9,2191.2552
egomez@hotmail.com,"768 Riley Pine Apt. 624Kellymouth, OK 98992-3108",MistyRose,12.21,37.2,2.91,479.25,Kellymouth,OK,98992-3108,Standard,24.705,1394.6175
kimberlyruiz@smith-gordon.com,"503 Adams Pines Apt. 638North Ashleyside, AZ 34687-6128",DarkRed,11.9,36.87,2.78,462.66,North Ashleyside,AZ,34687-6128,Standard,24.385,1286.1948
mooremichelle@logan.com,"07813 Randy PointLake Thomasberg, MO 06013-9920",Pink,12.22,36.36,3.45,515.5,Randy PointLake Thomasberg,MO,06013-9920,Standard,24.29,1778.475
aaron22@gmail.com,"38678 Sean Drive Suite 293Karentown, IA 78306-2717",DarkGray,12.01,36.53,4.71,576.48,Karentown,IA,78306-2717,Standard,24.27,2715.2208
michelleshepherd@price.com,"6820 Erica Vista Apt. 418Brightside, IA 50639",Orchid,11.91,36.06,1.23,357.86,Brightside,IA,50639,Standard,23.985,440.1678
zscott@wright.com,"9909 Hoffman Ranch Suite 195Scotthaven, SC 53575",PeachPuff,12.13,38.19,4.02,597.74,Scotthaven,SC,53575,Standard,25.16,2402.9148
tracy79@wheeler.net,"513 Moore Crescent Apt. 416Amandaberg, GU 03655-2219",Magenta,11.31,37.13,1.71,327.38,Amandaberg,GU,03655-2219,Standard,24.22,559.8198
brian28@sanchez.org,"7446 Mary FerryLake Sherryfurt, GA 49066-0207",GhostWhite,11.61,37.68,3.16,510.4,Mary FerryLake Sherryfurt,GA,49066-0207,Standard,24.645,1612.864
leonardhancock@hotmail.com,"64147 Alexander Station Apt. 474East Jasonview, MN 83788",SeaShell,11.69,36.81,3.45,510.5,East Jasonview,MN,83788,Standard,24.25,1761.225
davidsonkathleen@gmail.com,"70128 Zimmerman OverpassRobertsshire, VA 59860",DarkBlue,11.2,37.84,2.21,403.82,Zimmerman OverpassRobertsshire,VA,59860,Standard,24.52,892.4422
nathan84@lowery.net,"01242 Stephanie Ways Suite 003Churchville, MO 35617",MediumSeaGreen,12.63,35.54,5.41,627.6,Churchville,MO,35617,Standard,24.085,3395.316
kellydeborah@chan.biz,"354 Sanchez Wall Suite 884Juliabury, VI 39735",DarkTurquoise,13.35,37.97,2.77,510.66,Juliabury,VI,39735,Standard,25.66,1414.5282
lewisjessica@craig-evans.com,"4483 Jones Motorway Suite 872Lake Jamiefurt, UT 75292",Tan,13.57,36.42,3.75,573.85,Lake Jamiefurt,UT,75292,Standard,24.995,2151.9375
katrina56@gmail.com,"172 Owen Divide Suite 497West Richard, CA 19320",PaleVioletRed,11.7,37.19,3.58,529.05,West Richard,CA,19320,Standard,24.445,1893.999
dale88@hotmail.com,"0787 Andrews Ranch Apt. 633South Chadburgh, TN 56128",Cornsilk,11.5,38.33,4.96,551.62,South Chadburgh,TN,56128,Standard,24.915,2736.0352
cwilson@hotmail.com,"680 Jennifer Lodge Apt. 808Brendachester, TX 05000-5873",Teal,12.39,36.84,2.34,456.47,Brendachester,TX,05000-5873,Standard,24.615,1068.1398
hannahwilson@davidson.com,"49791 Rachel Heights Apt. 898East Drewborough, OR 55919-9528",DarkMagenta,12.42,35.77,2.74,497.78,East Drewborough,OR,55919-9528,Standard,24.095,1363.9172
